,BC07_tumor,BC07,BC08_tumor,BC08,BC09_tumor,BC09,BC10_tumor,BC10
Man1a2,2885,3252,3079,2514,2479,3268,2120,3006
Vtcn1,5,2,0,0,0,0,0,0
Trim45,279,254,106,203,233,120,127,214
Ttf2,1604,1717,956,1401,1677,1448,1040,1606
Cd101,3,5,1,1,0,1,4,0
Ptgfrn,7963,7178,2740,1830,2830,1770,3884,4706
Cd2,1,2,1,0,0,0,0,0
Igsf3,4382,5365,818,802,1670,492,586,363
Atp1a1,13854,16718,16479,13240,19518,22231,9932,16295
Mab21l3,28,36,4,3,23,6,19,3
Slc22a15,63,39,99,58,37,12,17,47
Nhlh2,0,0,0,0,0,0,1,0
Casq2,14,18,35,7,3,1,4,11
Vangl1,1462,1435,552,403,243,260,362,454
Ngf,250,174,328,27,36,95,71,169
Tspan2,164,125,669,239,1264,66,210,105
Tshb,1,4,0,0,23,0,0,1
Sycp1,126,93,38,84,53,54,58,79
Nr1h5,0,4,0,0,0,0,0,0
Sike1,440,577,616,425,707,558,461,498
Csde1,8794,9438,7776,7248,10383,8943,7848,10796
Nras,1694,2109,1737,1639,1868,2208,1843,2836
Ampd1,0,3,1,1,1,13,3,21
Dennd2c,107,141,79,91,114,80,113,135
Bcas2,2159,2539,901,1686,2015,2266,1246,2350
Trim33,1651,2070,996,1328,1392,1713,1041,1751
Syt6,5,5,4,8,5,6,2,14
Olfml3,5898,5342,1362,2758,1336,454,1704,1492
Hipk1,3191,3829,2851,2418,3743,3422,1849,3137
Dclre1b,576,566,251,360,389,413,238,435
Ap4b1,664,542,504,478,639,478,432,557
Bcl2l15,4,4,38,1,13,10,5,7
Ptpn22,5,4,23,3,5,21,29,26
Rsbn1,390,431,291,292,424,658,351,726
Phtf1,769,773,795,958,563,541,640,831
Magi3,411,479,737,723,550,576,625,696
Lrig2,438,436,326,435,506,330,306,394
Gm54213,136,193,101,52,26,14,56,13
Slc16a1,4242,6044,1787,3294,4448,5569,2395,4365
Tafa3,0,2,7,0,5,0,0,0
Ppm1j,12,23,137,7,168,55,38,23
Rhoc,1157,800,4867,1037,3564,2146,3411,2437
Mov10,1411,830,394,641,572,357,840,655
Capza1,4707,5354,4323,4067,5568,5505,4379,5202
St7l,428,320,368,420,620,310,316,292
Wnt2b,60,54,58,78,44,12,33,12
Cttnbp2nl,834,911,1322,780,1539,1057,1078,1171
Kcnd3,5,17,30,0,6,1,3,2
Ddx20,1290,1612,714,745,1223,1798,968,1709
Inka2,23,16,85,55,25,8,12,9
Rap1a,2061,1794,1382,778,2345,1379,1279,1509
Tmigd3,0,0,2,0,0,0,0,1
Adora3,0,0,0,0,0,1,0,0
I830077J02Rik,4,4,2,1,0,4,5,1
Atp5pb,6655,6371,3518,4362,5653,5614,3942,5099
Wdr77,3865,4538,1894,2629,3002,3591,2239,3992
Ovgp1,34,44,28,40,88,63,26,42
Cimap3,0,0,0,0,0,0,0,0
Chil5,0,0,0,0,0,0,0,0
Chia1,0,0,0,0,0,0,0,0
Chil3,1,0,0,0,0,0,1,0
Chil4,0,0,0,0,0,0,0,0
Chil6,0,0,0,0,0,0,0,0
Dennd2d,40,19,52,19,46,0,40,21
Cept1,668,651,733,568,880,636,585,609
Dram2,379,311,478,321,569,229,354,297
Lrif1,381,276,225,263,388,269,230,321
Cd53,23,0,128,2,27,3,97,10
Or11i1,0,0,0,0,0,0,0,0
Kcna3,1,0,6,1,5,0,5,2
Kcna2,0,0,0,13,63,0,0,0
Kcna10,0,0,0,0,0,0,0,0
Cym,0,0,0,0,0,0,0,0
A630076J17Rik,0,0,0,0,0,0,0,0
Prok1,7,1,0,0,4,0,4,1
Lamtor5,947,869,614,707,967,955,642,768
Slc16a4,39,12,39,11,21,9,19,13
Rbm15,928,775,515,622,710,1395,494,981
Kcnc4,55,56,0,0,2,17,0,1
Slc6a17,47,18,1197,1174,362,71,320,349
Ubl4b,0,0,0,0,0,0,0,0
Alx3,540,195,0,4,0,0,0,0
Strip1,859,893,1031,1133,1184,1091,1007,1122
Ahcyl1,4091,5641,6301,4323,5859,4919,5166,8797
Csf1,1412,1431,26520,2341,2978,3191,4329,10945
LOC118568637,9,15,6,14,7,9,13,7
Eps8l3,0,0,0,0,1,0,0,0
Gstm5,948,791,406,986,1131,556,615,965
Gstm7,168,113,11,73,39,3,19,12
Gstm6,64,34,1,4,18,1,0,0
Gstm3,0,0,0,0,0,0,0,0
Gstm2,730,495,978,521,459,141,554,306
Gstm1,2104,2069,587,1279,1182,488,890,1422
Gm12502,2,2,5,4,2,1,2,1
Gstm4,150,94,158,86,173,94,207,119
Ampd2,2399,2348,1551,1367,2010,2174,1614,2534
Gm12500,8,10,6,1,1,5,1,10
Gnat2,22,39,17,57,60,31,57,106
Gnai3,3307,4138,4115,3493,4161,4532,4131,5746
Gpr61,0,1,0,5,2,0,2,4
Amigo1,140,105,167,117,256,95,95,132
Cyb561d1,230,188,88,131,156,82,61,136
Atxn7l2,660,584,167,462,394,299,283,545
Sypl2,0,0,0,0,0,0,0,0
Psma5,4914,4225,2025,2585,2741,3245,2536,3913
Sort1,675,689,422,156,2193,934,745,825
Mybphl,0,0,0,0,0,0,1,0
Psrc1,1428,999,384,449,816,302,308,332
Celsr2,688,428,83,99,524,89,22,16
Sars1,4871,4973,3362,3640,11076,4789,4803,5203
Elapor1,6,9,0,2,3,0,0,1
Cfap276,3,1,1,0,7,0,1,4
Tmem167b,773,843,990,875,1194,534,800,701
Taf13,474,498,458,462,882,452,361,418
Wdr47,300,264,336,259,312,263,284,328
Clcc1,987,752,573,684,1147,718,556,701
Gpsm2,1189,1213,788,1800,1841,1306,902,1275
Aknad1,10,1,2,20,4,0,1,2
Stxbp3,463,401,543,545,620,466,422,419
Fndc7,9,3,4,8,5,4,3,5
Prpf38b,2405,2563,1411,2196,2426,2664,1439,2783
Henmt1,6,5,1,4,8,4,2,10
Eeig2,410,449,1625,2841,1446,1789,1156,1887
Slc25a54,3,0,1,0,0,1,0,1
Slc25a24,751,934,1871,742,1393,1870,1700,2906
Vav3,33,50,64,36,239,171,177,212
Ntng1,173,376,0,42,6,0,1,4
Prmt6,803,802,451,624,695,814,439,813
Gm43405,0,0,0,0,0,0,0,0
Amy2b,0,0,0,0,0,0,0,0
Amy2a5,0,0,0,0,0,0,0,0
Amy2a4,0,0,0,0,0,0,0,0
Amy2a3,0,0,0,0,0,0,0,0
Amy2a2,0,0,0,0,0,0,0,0
Amy2a1,0,0,0,0,0,0,0,0
Amy1,14,6,5,3,21,9,0,2
Rnpc3,345,318,313,312,370,327,253,430
Col11a1,1822,2632,3697,3988,1031,45,1357,846
Olfm3,0,0,0,7,0,0,2,0
S1pr1,240,161,1408,682,299,91,790,569
Dph5,367,325,323,343,414,332,274,375
Gm54180,22,43,35,24,39,36,15,57
Slc30a7,1143,1127,1300,1121,1401,993,1105,1117
Extl2,614,682,623,751,734,524,604,734
Vcam1,131,10,1540,161,531,85,2371,2928
Gpr88,0,2,14,18,13,16,3,5
Cdc14a,81,121,127,209,266,155,120,193
Rtca,1105,994,706,640,996,894,685,1173
Dbt,714,829,565,829,848,541,288,203
Lrrc39,16,27,3,22,22,18,19,19
Trmt13,191,171,63,123,137,120,76,148
Sass6,393,509,354,402,328,388,287,455
Mfsd14a,2117,2159,1366,1322,1589,1758,1159,1677
Slc35a3,1177,1307,1015,916,1274,1335,681,1121
Gm54181,0,3,0,0,0,3,0,1
Agl,987,1157,1109,763,1062,811,983,1134
Frrs1,1455,1810,955,726,1430,1136,800,1195
Palmd,41,30,67,65,12,1,7,35
Plppr4,36,54,2,32,3,2,3,0
Plppr5,119,176,0,0,8,1,1,0
Snx7,750,975,1802,1380,474,560,1154,1453
Dpyd,55,53,52,12,16,3,11,1
Ptbp2,700,606,838,1133,752,906,809,1185
Rwdd3,93,67,37,64,96,32,43,49
Tlcd4,9,4,63,20,81,188,1,2
Alg14,267,235,337,315,392,435,270,417
Cnn3,6759,6860,12013,9885,7272,4589,9320,9402
Slc44a3,8,1,32,41,38,6,52,30
F3,320,135,12530,689,1905,535,2601,1189
Abcd3,1486,1832,1661,1745,1673,1429,1194,1312
Arhgap29,1466,1904,1905,617,1024,964,955,937
Abca4,43,34,8,4,8,21,5,5
Gclm,1333,1547,1434,1081,1257,1891,1360,3125
Dnttip2,2624,2963,1335,1820,2634,3545,1837,3248
Gm40190,0,2,0,0,0,2,0,1
Bcar3,886,1233,159,109,360,356,241,318
Fnbp1l,783,1221,980,937,1117,885,1575,2962
Pde5a,155,176,693,151,391,84,375,81
Fabp2,1,0,0,0,0,0,0,1
Usp53,421,303,353,124,491,273,222,252
Myoz2,0,0,2,0,0,0,0,0
Synpo2,471,274,503,24,81,46,290,92
Sec24d,1348,1431,4287,2298,2142,1179,3748,2640
Mettl14,773,826,394,520,1003,634,555,911
Prss12,287,208,58,49,206,67,19,11
Ndst3,1,2,1,12,19,39,8,33
Gm9372,0,9,0,0,0,0,0,0
Tram1l1,197,165,77,183,189,91,113,137
1700006A11Rik,0,0,0,0,0,0,0,0
1700003H04Rik,0,0,0,0,0,0,0,0
Ndst4,0,0,0,0,1,0,0,0
Ugt8a,4,30,14,5,240,18,14,3
Arsj,45,17,332,295,245,164,205,226
Camk2d,517,483,1706,1084,1308,1054,1540,1786
Ank2,1586,1686,355,948,1955,636,716,643
Larp7,2086,2123,749,1326,1206,1508,977,1961
Zgrf1,542,459,350,403,369,403,282,503
Neurog2,0,0,0,0,0,0,3,0
Alpk1,290,153,412,235,293,49,231,124
Tifa,174,121,165,112,175,17,164,64
Ap1ar,1768,1884,1011,1201,1242,1594,1073,1883
Fam241a,128,109,50,39,100,37,54,61
Pitx2,573,359,232,29,50,37,1211,1710
Enpep,159,129,190,148,105,17,18,23
Elovl6,2537,3868,1677,2428,2892,2408,2738,3864
Egf,53,39,11,41,39,23,6,23
Lrit3,1,2,2,0,2,0,0,11
Rrh,2,11,1,4,1,2,2,3
Gar1,1833,1932,633,1141,1544,1440,828,2011
Cfi,30,7,43,2,63,0,5,3
Pla2g12a,810,964,422,371,1246,729,550,906
Casp6,220,179,252,258,259,152,384,284
Mcub,55,47,110,36,14,37,62,46
Sec24b,1663,2204,2189,1693,2522,2830,1758,2334
Col25a1,27,30,10,24,51,21,5,5
Etnppl,1,0,2,0,1,0,0,0
Ostc,2324,2684,2160,1946,2712,1640,2456,1890
Rpl34,6464,5477,3477,4668,7793,5240,3920,5263
Lef1,2084,1711,24,63,299,268,195,290
Hadh,1816,1870,843,1280,1808,1190,1048,1534
Cyp2u1,48,57,73,42,107,73,59,103
Sgms2,1122,1215,463,110,394,1177,298,548
Papss1,1181,1352,1275,1587,3955,2521,1917,2676
Dkk2,145,11,1536,67,5016,1400,455,246
Gimd1,0,0,0,0,0,0,0,0
Aimp1,2194,1981,1298,1907,2633,2059,1566,2071
Tbck,339,373,397,430,583,334,286,336
Npnt,454,420,3700,544,526,582,392,1210
Gstcd,741,942,724,860,1101,937,634,960
Ints12,620,590,416,424,631,539,518,688
Arhgef38,66,29,0,2,0,0,1,0
Ppa2,853,949,468,752,796,728,549,826
Tet2,456,437,223,384,406,125,176,172
Cxxc4,222,315,2,89,54,11,26,95
Tacr3,0,0,12,0,1,1,0,0
Cenpe,2528,3130,1859,2623,2290,2466,2227,3774
Bdh2,42,32,35,20,42,11,66,34
Slc9b2,43,69,19,73,53,11,26,4
Slc9b1,1,1,0,8,2,1,2,3
Cisd2,1327,1421,1057,1212,1277,1450,1061,1788
Ube2d3,7639,8060,6429,5562,8429,7571,5795,8932
Manba,799,512,393,198,1096,293,499,351
Nfkb1,1738,1591,1413,1295,1498,1162,1734,1662
Slc39a8,125,90,121,41,89,58,117,115
Gm16500,0,2,0,0,0,0,0,1
Bank1,0,2,2,0,1,0,0,0
Ppp3ca,2070,2710,2114,2400,3721,3476,2116,2509
Emcn,26,0,1038,3,87,3,50,2
Gm4861,0,0,0,5,0,0,0,0
Ddit4l,36,25,146,91,171,185,24,12
H2az1,14913,15930,7071,13007,15565,13604,10136,16280
Dnajb14,384,510,580,597,522,517,339,525
Lamtor3,1021,988,1015,782,1332,1219,874,1031
Dapp1,205,131,155,118,209,86,194,167
1110002E22Rik,401,153,49,65,185,51,17,34
Mttp,183,316,110,195,364,183,188,239
Trmt10a,403,507,371,277,443,460,404,848
4930579F01Rik,0,1,0,0,0,0,2,1
Adh7,259,570,132,736,353,150,330,754
Adh1,2,0,42,51,4,0,9,1
Adh6a,0,1,0,0,0,0,1,0
Adh6b,0,0,0,0,0,0,0,2
Adh4,0,3,1,1,1,0,0,0
Adh5,3453,3595,1716,2669,3933,2724,1998,3158
Metap1,1680,1945,1417,1274,1827,2525,1378,2217
Eif4e,5482,6299,3046,3489,6231,7051,3959,6269
Tspan5,1129,1132,618,830,1410,1824,918,1515
Rap1gds1,2199,2456,2415,1576,2765,2882,2306,3102
Gm4862,0,0,0,0,0,0,0,0
Stpg2,2,1,0,0,6,2,1,1
Pdha2,0,0,0,0,0,0,0,0
Unc5c,59,139,319,59,76,12,109,200
Bmpr1b,125,188,527,117,100,22,474,433
Pdlim5,1429,1396,9043,2159,2254,1781,4293,4304
Gbp5,79,4,6,5,13,2,9,4
Gbp7,946,47,43,67,111,79,138,68
Gbp3,1102,42,18,27,58,43,92,62
Gbp2b,0,0,0,0,0,0,0,0
Gbp2,1334,105,303,289,112,41,437,110
Kyat3,609,463,181,497,513,251,208,253
Gtf2b,873,767,611,610,843,744,755,843
Pkn2,2718,3126,2255,2069,2724,3525,2325,4105
4930519L02Rik,0,0,0,0,0,0,0,0
Lmo4,1263,1148,1478,1016,1835,918,1210,1333
Hs2st1,2104,3202,2359,2568,3165,2678,2739,3802
Selenof,5749,5258,5752,4800,8052,4766,6124,6703
Sh3glb1,2371,2335,4623,2435,2416,2341,3325,4229
Clca3a1,5,6,111,5,71,0,94,68
Clca3a2,0,0,5,0,96,0,4,0
Clca3b,0,2,8,0,1,6,0,2
Clca4b,0,0,0,0,0,0,0,0
Clca4a,2,0,1,0,1,4,0,1
Clca1,0,0,0,0,0,0,3,1
Clca2,1,1,9,8,4,0,2,1
Odf2l,870,752,326,435,589,401,393,560
Col24a1,13,12,136,11,70,18,115,74
Znhit6,678,758,537,527,902,944,499,1099
Ccn1,7515,7092,28940,10099,13772,16140,6797,10857
Ddah1,535,555,2988,408,1324,1345,1238,1838
Bcl10,707,657,905,638,906,658,885,897
2410004B18Rik,428,414,367,369,415,401,359,576
Syde2,226,342,1038,512,1136,1128,774,1170
Dnai3,0,1,4,0,3,1,3,2
Mcoln3,1,2,2,2,881,30,0,2
Mcoln2,6,2,16,0,41,0,17,8
Lpar3,157,127,0,11,23,5,2,5
Ssx2ip,906,1051,518,437,844,855,636,1085
Ctbs,137,112,236,123,297,185,156,143
Spata1,37,26,19,52,55,29,18,28
Gng5,1440,1404,1254,1011,1493,1315,769,1275
Rpf1,1067,1060,515,587,864,1084,531,1132
Dnase2b,0,0,0,0,5,0,0,0
Uox,0,0,0,0,0,0,1,0
Samd13,4,3,3,3,0,0,4,0
Prkacb,2010,1995,2074,2048,2469,1536,1791,2248
Ttll7,321,378,341,336,318,364,328,526
Adgrl2,1254,1638,1440,2397,1265,725,1525,2320
Adgrl4,11,1,517,5,31,0,15,0
Ifi44,262,6,21,7,54,17,22,8
Ifi44l,0,0,0,1,0,0,0,2
Ptgfr,44,34,36,100,20,2,107,127
Gipc2,7,0,10,0,10,6,0,1
Dnajb4,329,271,1829,481,810,788,583,428
Fubp1,4510,4681,2661,4144,2565,4748,1788,4338
Nexn,923,807,2007,711,1062,525,1481,1675
Miga1,630,747,342,818,828,717,354,551
Usp33,1471,1440,1290,1416,1325,1132,1125,1681
Zzz3,2287,2981,1904,1890,2836,2393,2191,3578
Ak5,183,138,473,143,1064,201,568,648
Pigk,1709,1728,1467,1032,1453,1176,1175,1180
St6galnac5,31,6,28,64,2,0,2,2
St6galnac3,151,149,33,55,77,6,11,4
Asb17,1,0,1,1,0,0,0,1
Msh4,4,5,2,1,0,5,1,8
Rabggtb,1508,1886,887,1238,1226,1501,943,2108
Acadm,665,747,647,1322,782,633,797,1033
Slc44a5,3,6,4,2,0,0,9,3
Lhx8,2,0,3,2,0,0,0,0
Tyw3,196,210,96,167,244,130,96,154
Cryz,420,441,281,587,1039,280,446,529
Erich3,3,1,2,0,0,0,0,0
Tnni3k,0,0,5,0,0,0,7,9
Fpgt,317,330,274,256,310,317,274,287
Lrriq3,6,7,5,11,22,6,19,16
Negr1,1,7,69,36,166,14,4,3
Zranb2,3625,3041,1734,2136,3386,3035,2033,3649
Ptger3,57,34,9,8,38,24,4,14
Cth,720,769,446,378,3113,564,568,181
Ankrd13c,1598,1844,1289,1126,1659,1731,1094,1773
Srsf11,4957,4837,2987,3968,4421,4124,3031,4863
Lrrc40,1120,1499,787,1326,1545,1527,1048,1488
Lrrc7,49,44,14,36,39,14,20,57
Depdc1a,922,1048,714,861,791,890,570,904
Rpe65,0,2,0,0,1,0,0,0
Wls,2666,2377,5313,3060,2801,1634,4745,4549
Vmn1r2,0,0,0,0,0,0,0,0
Vmn1r3,0,0,0,0,0,0,0,0
Gm52720,31,60,48,19,31,5,56,24
Tmem68,320,358,436,314,588,520,343,580
Tgs1,668,974,464,857,908,1049,538,1024
Lyn,371,237,445,110,194,118,232,193
Rps20,9686,10010,7775,13325,15490,11856,9395,11251
Mos,0,4,0,0,0,0,1,1
Plag1,31,61,15,11,19,12,23,14
Chchd7,236,237,132,136,243,213,136,160
Sdr16c5,0,0,0,0,0,0,0,0
Sdr16c6,0,0,0,0,0,0,0,0
Penk,62,60,110,101,4,7,38,16
Gm11780,0,0,0,0,0,0,0,0
Bpnt2,3728,5154,4692,5097,4739,4567,3660,5735
Fam110b,55,24,180,139,179,45,160,195
Ubxn2b,258,361,312,597,390,336,177,381
Cyp7a1,0,0,0,0,0,0,0,0
Sdcbp,2186,2300,3430,3009,4853,4216,3190,4489
Nsmaf,603,558,827,649,875,714,691,1034
Tox,8,2,85,88,65,18,30,46
Car8,13,1,31,17,62,54,18,84
Gm11810,0,0,0,0,0,0,0,0
Rab2a,2631,3011,3421,2736,3438,2967,3180,3665
Chd7,622,773,209,178,831,192,216,532
Clvs1,0,0,0,4,2,0,0,0
Asph,2032,2273,2741,2756,3845,2888,3639,4349
Gdf6,82,217,772,1,181,5,134,22
Cfap418,254,227,218,348,514,197,248,340
Plekhf2,383,396,315,124,456,342,352,389
Ndufaf6,219,241,133,176,456,291,170,306
Trp53inp1,217,145,342,855,490,63,204,75
Ccne2,362,488,341,351,275,534,286,731
Ints8,919,1018,1108,1211,1152,1767,1155,1789
Dpy19l4,589,736,828,1006,1038,628,754,992
Esrp1,25,36,25,0,34,0,9,1
Virma,1777,2322,2026,1967,2016,2515,1605,2358
Gm53245,4,0,0,0,0,2,0,0
Rad54b,236,229,163,236,273,171,188,344
Fsbp,12,15,8,19,12,15,23,22
Gem,64,59,66,59,172,90,201,360
Cdh17,3,6,8,15,3,3,22,29
Pdp1,304,318,205,1156,466,255,160,357
Tmem67,198,157,127,277,221,184,133,198
Rbm12b2,625,440,337,487,512,374,420,564
Rbm12b1,571,396,320,353,500,331,375,516
Cibar1,611,563,593,591,654,734,494,897
Triqk,51,43,67,95,80,22,72,67
Runx1t1,158,82,184,320,323,106,477,428
Slc26a7,23,65,599,306,38,7,25,10
Lrrc69,33,36,20,45,55,13,36,55
Otud6b,1512,2086,1687,1990,2335,3254,1719,3340
Pip4p2,1124,1634,926,1613,1896,1233,1054,1738
Gm11837,4,3,0,6,21,1,7,1
Necab1,21,38,1,4,0,0,0,1
Tmem64,965,1530,1256,1705,1165,1449,1852,2348
Calb1,0,1,0,0,0,0,0,0
Decr1,453,392,559,673,1066,495,572,610
Nbn,718,810,780,791,803,882,640,1295
Osgin2,258,253,296,239,450,332,249,380
Ripk2,562,517,464,304,455,383,527,805
Mmp16,59,12,225,206,213,167,330,507
Cnbd1,0,0,0,0,0,0,0,0
Cngb3,0,0,1,0,0,0,0,0
Cpne3,1041,1228,1648,1449,2410,1972,2135,2062
Rmdn1,110,68,71,134,185,48,94,70
Wwp1,774,860,1392,657,1133,845,929,1142
Slc7a13,0,0,3,1,0,0,3,10
Atp6v0d2,2,0,22,0,2,0,43,1
Ttpa,29,35,14,23,196,72,14,14
Ggh,253,218,326,343,494,211,231,238
Nkain3,0,5,41,7,21,0,26,2
Prdm13,0,0,0,0,0,0,0,0
Ccnc,465,491,571,541,737,647,498,641
Tstd3,172,186,248,216,291,133,249,199
Usp45,1136,1122,822,1020,1737,1634,1042,1892
Pnisr,1334,1274,816,1558,1272,1173,891,1603
Coq3,277,366,352,334,640,380,280,314
Faxc,488,439,944,1389,1033,884,608,1204
Fbxl4,201,158,283,278,400,163,203,222
Pou3f2,0,1,21,112,26,1,0,0
Mms22l,748,854,658,758,1016,967,606,952
Klhl32,8,13,10,12,48,5,2,9
Ndufaf4,853,912,610,483,866,1105,538,1052
Gpr63,101,95,214,81,121,163,109,189
Fhl5,0,0,7,0,0,0,2,0
Ufl1,381,378,511,653,705,456,541,635
Fut9,69,98,59,59,117,14,87,53
Manea,447,517,930,658,962,514,709,623
Epha7,30,52,651,2261,110,57,316,551
Map3k7,1836,2333,1964,1992,2315,2156,1831,2837
Bach2,190,228,149,229,232,88,107,164
Gja10,1,0,0,1,1,5,0,0
Casp8ap2,957,1133,928,965,1181,1211,847,1601
Mdn1,2567,2559,1776,2062,2030,2509,1449,4101
Lyrm2,172,150,206,234,291,149,140,158
Ankrd6,593,653,34,95,205,162,58,69
Rragd,1278,1091,101,119,882,212,147,60
